-92	0.186069
-92	0.187472
-92	0.188968
-92	0.190402
-92	0.191806
-92	0.19321
-92	0.194644
-92	0.196139
-92	0.197543
-92	0.198978
-92	0.200381
-92	0.201785
-92	0.203281
-92	0.204685
-92	0.206119
-92	0.207523
-61	0.208927
-59	0.21033
-62	0.211826
-60	0.21326
-61	0.214664
-61	0.216068
-61	0.217502
-60	0.218936
-60	0.22034
-67	0.221775
-92	0.223178
-92	0.224582
-92	0.226017
-92	0.227451
-92	0.228885
-91	0.230289
-92	0.231724
-92	0.233127
-92	0.234562
-92	0.235966
-91	0.2374
-92	0.238804
-92	0.240238
-92	0.241642
-92	0.243107
-92	0.244511
-91	0.245914
-92	0.247318
-92	0.248753
-92	0.250187
-92	0.251591
-92	0.252995
-88	0.254429
-92	0.255833
-92	0.257237
-91	0.258885
-92	0.260594
-92	0.261997
-92	0.263401
-92	0.264836
-92	0.266331
-92	0.267735
-92	0.269139
-92	0.270573
-92	0.271977
-92	0.273381
-92	0.274907
-92	0.27631
-92	0.277714
-92	0.279149
-92	0.280552
-92	0.282048
-91	0.283452
-92	0.284886
-92	0.28629
-92	0.287724
-91	0.28922
-92	0.290623
-91	0.292027
-92	0.293462
-92	0.294865
-92	0.2963
-92	0.297765
-92	0.299199
-92	0.300603
-92	0.302007
-92	0.303441
-92	0.304875
-92	0.30631
-92	0.307897
-91	0.309483
-92	0.31107
-92	0.312688
-92	0.314275
-92	0.315862
-92	0.317449
-92	0.319005
-92	0.320592
-92	0.322179
-92	0.323766
-92	0.325353
-88	0.32694
-92	0.328527
-92	0.330114
-92	0.331701
-92	0.333288
-92	0.334874
-91	0.336553
-92	0.33814
-92	0.339727
-92	0.341314
-91	0.342901
-92	0.344579
-92	0.346166
-92	0.347753
-92	0.34934
-92	0.350927
-92	0.352758
-92	0.35462
-92	0.356207
-92	0.357794
-92	0.359472
-92	0.361059
-92	0.362646
-92	0.364233
-92	0.36582
-91	0.367407
-91	0.368994
-92	0.370581
-92	0.372198
-92	0.373785
-92	0.375372
-92	0.376959
-92	0.378546
-92	0.380133
-92	0.38172
-91	0.383398
-92	0.384985
-92	0.386572
-92	0.388159
-92	0.389746
-92	0.391424
-92	0.393011
-92	0.394568
-92	0.396155
-92	0.397742
-91	0.39942
-91	0.401007
-92	0.402594
-92	0.404181
-91	0.405768
-92	0.407355
-93	0.408942
-92	0.410529
-92	0.412116
-92	0.413703
-92	0.415381
-92	0.416968
-92	0.418555
-92	0.420142
-92	0.421729
-92	0.423377
-92	0.424964
-92	0.426551
-92	0.428168
-92	0.429816
-92	0.431403
-92	0.43299
-92	0.434577
-92	0.436164
-92	0.437781
-92	0.439368
-92	0.440955
-92	0.442542
-92	0.444129
-92	0.445869
-92	0.447761
-92	0.449348
-93	0.450935
-92	0.452522
-92	0.45417
-92	0.455756
-92	0.457343
-92	0.458961
-92	0.460548
-92	0.462226
-92	0.463813
-92	0.4654
-92	0.466987
-92	0.468574
-90	0.470253
-90	0.471839
-92	0.473426
-92	0.475013
-93	0.476692
-92	0.478279
-92	0.479866
-92	0.481453
-92	0.48304
-92	0.484627
-92	0.486213
-92	0.487831
-92	0.489418
-92	0.491005
-92	0.492561
-92	0.494148
-91	0.495735
-92	0.497322
-92	0.498909
-92	0.500587
-92	0.502174
-92	0.503761
-92	0.505348
-92	0.506935
-92	0.508583
-92	0.51017
-92	0.511757
-92	0.513344
-92	0.514931
-92	0.516609
-92	0.518196
-92	0.519783
-92	0.52137
-92	0.522957
-92	0.524544
-92	0.526131
-92	0.527718
-92	0.529305
-92	0.530892
-92	0.53257
-92	0.534157
-92	0.535744
-91	0.537331
-92	0.538918
-92	0.54078
-92	0.542641
-92	0.544228
-92	0.545815
-93	0.547494
-92	0.549081
-92	0.550668
-92	0.552255
-92	0.553841
-92	0.55552
-92	0.557107
-92	0.558694
-92	0.560281
-92	0.561868
-92	0.563546
-92	0.565133
-92	0.56672
-92	0.568307
-92	0.569894
-92	0.571481
-92	0.573068
-92	0.574655
-92	0.576272
-92	0.577859
-91	0.579507
-92	0.581125
-92	0.582712
-92	0.584298
-92	0.585885
-92	0.587564
-92	0.589151
-91	0.590738
-92	0.592325
-92	0.593942
-92	0.595529
-92	0.597116
-92	0.598703
-92	0.60029
-93	0.601877
-92	0.603464
-92	0.605051
-92	0.606668
-91	0.608255
-92	0.609903
-92	0.611521
-92	0.613107
-92	0.614694
-92	0.616281
-92	0.61796
-92	0.619547
-92	0.621134
-92	0.622721
-89	0.624308
-92	0.625986
-92	0.627573
-92	0.62916
-92	0.630747
-92	0.632334
-92	0.634104
-92	0.635966
-89	0.637552
-91	0.639139
-91	0.640787
-92	0.642374
-92	0.643961
-92	0.645548
-92	0.647135
-92	0.648722
-92	0.650309
-92	0.651896
-92	0.653483
-91	0.65507
-91	0.656657
-92	0.658244
-92	0.659831
-92	0.661418
-91	0.663005
-92	0.664683
-92	0.66627
-92	0.667857
-91	0.669444
-91	0.671031
-92	0.672709
-92	0.674296
-92	0.675883
-92	0.67747
-92	0.679057
-90	0.680735
-92	0.682322
-92	0.683909
-92	0.685496
-92	0.687083
-92	0.688701
-92	0.690288
-92	0.691875
-92	0.693462
-92	0.695048
-91	0.696727
-92	0.698314
-92	0.699901
-91	0.701488
-91	0.703075
-92	0.704753
-92	0.70634
-92	0.707927
-92	0.709514
-92	0.711131
-92	0.712718
